CustomerID,Age,Gender,City,Income,MaritalStatus,Dependents,Tenure,ContractType,SubscriptionPlan,MonthlyCharges,TotalCharges,PaymentMethod,AutoPay,MonthlyUsageHours,LoginFrequency,FeatureUsageScore,CustomerSupportCalls,ServiceComplaints,AppRating,DiscountReceived,LastInteractionDays,ContractRenewalReminder,UpgradeAttempts,Churn
C06275,40,Female,Port Deborahbury,78739,Married,3,3,Yearly,Standard,63.27,194.1,Bank Transfer,Yes,9.3,19,70.2,0,0,3.7,Yes,32,No,2,0
C06276,39,Female,Fosterberg,52653,Divorced,1,20,Two-year,Basic,36.26,775.8,Bank Transfer,No,31.3,10,45.0,1,0,3.5,No,10,No,1,0
C06277,18,Male,Thomasborough,76799,Married,3,20,Monthly,Basic,35.43,678.31,Credit Card,No,34.0,15,53.3,0,0,3.2,Yes,1,No,2,0
C06278,18,Male,West Charlesstad,36900,Single,1,21,Monthly,Premium,109.43,2308.78,Credit Card,No,33.8,18,30.8,1,0,4.4,No,14,No,0,0
C06279,28,Female,New Erikaview,50605,Single,1,11,Monthly,Basic,20.5,322.06,Credit Card,No,54.3,15,82.9,1,1,4.5,No,24,No,0,0
C06280,34,Male,Morseborough,34137,Divorced,1,14,Monthly,Basic,20.85,274.05,Bank Transfer,No,36.0,13,50.8,1,0,2.9,No,63,Yes,1,1
C06281,45,Male,West Donna,35150,Married,1,1,Monthly,Basic,21.55,0.0,Bank Transfer,Yes,58.1,10,38.6,0,0,5.0,Yes,102,No,1,1
C06282,35,Female,Lewischester,83968,Married,0,15,Monthly,Basic,36.56,516.59,Bank Transfer,Yes,18.2,11,59.5,1,0,4.5,No,11,Yes,0,0
C06283,51,Male,Millerview,23511,Single,0,6,Monthly,Premium,101.84,630.53,Credit Card,Yes,10.3,13,46.0,1,1,3.4,Yes,123,No,0,0
C06284,33,Female,Carlburgh,78468,Married,1,12,Monthly,Standard,51.6,585.13,PayPal,Yes,41.6,14,38.0,0,2,1.9,Yes,11,Yes,2,0
C06285,44,Female,Mcdanielfurt,48202,Married,0,25,Monthly,Standard,57.44,1471.36,Bank Transfer,No,58.7,15,83.1,3,1,3.9,No,11,No,1,0
C06286,55,Male,Nguyenfort,73078,Single,1,22,Monthly,Premium,102.69,2282.29,Bank Transfer,No,35.7,16,57.4,1,0,3.8,Yes,11,No,1,1
C06287,42,Female,Christopherstad,37230,Divorced,0,25,Yearly,Standard,62.96,1602.11,Bank Transfer,Yes,14.4,11,53.0,3,0,3.8,Yes,16,Yes,0,0
C06288,41,Male,New Julie,86818,Single,1,57,Monthly,Premium,96.85,5506.36,Credit Card,Yes,51.0,10,76.0,7,1,4.0,No,56,No,2,1
C06289,47,Female,South Laurie,61900,Married,1,38,Yearly,Standard,58.62,2159.5,PayPal,No,37.8,10,8.5,1,0,4.7,No,2,No,3,0
C06290,37,Female,Gallowaymouth,35212,Single,3,42,Yearly,Basic,40.0,1685.05,Bank Transfer,No,41.9,10,72.9,3,1,2.9,No,25,No,0,0
C06291,45,Female,West Kirstenfort,106772,Single,2,13,Monthly,Basic,28.07,369.92,PayPal,No,42.1,13,30.4,4,0,3.6,No,39,No,0,1
C06292,42,Female,Fisherbury,42475,Single,1,72,Yearly,Basic,29.24,2120.51,Credit Card,No,62.2,19,53.0,0,0,4.1,No,31,No,1,0
C06293,34,Female,Lake Holly,27288,Divorced,1,34,Yearly,Basic,36.88,1283.16,Bank Transfer,Yes,58.5,13,41.8,1,0,4.8,No,93,No,1,0
C06294,48,Male,North Juliestad,71965,Married,0,11,Monthly,Premium,100.0,1126.29,Bank Transfer,Yes,43.4,12,73.3,1,0,2.4,No,25,Yes,0,0
C06295,18,Male,Johnville,71479,Married,1,28,Yearly,Standard,65.03,1852.03,Credit Card,Yes,0.0,12,92.7,3,2,4.2,No,53,No,3,1
C06296,41,Female,Reginafort,51894,Single,5,15,Monthly,Basic,29.43,427.28,Credit Card,No,35.1,14,12.3,4,0,3.4,No,3,No,2,1
C06297,41,Male,Lake Michaelshire,16759,Married,1,38,Monthly,Standard,55.47,2073.25,Bank Transfer,No,32.5,9,48.3,1,0,4.0,No,41,No,1,0
C06298,27,Female,Haleystad,73948,Single,3,34,Yearly,Premium,106.38,3648.43,Bank Transfer,No,25.7,19,63.8,1,0,3.8,No,2,No,1,0
C06299,39,Male,Watkinsland,53223,Married,1,21,Monthly,Standard,59.87,1211.56,Credit Card,No,66.1,14,43.3,1,1,2.8,No,26,Yes,0,0
C06300,58,Female,North Laurenberg,57970,Single,2,30,Yearly,Premium,102.4,3106.84,Credit Card,No,62.7,13,53.1,0,1,3.8,No,1,No,3,0
C06301,39,Female,New Hayleyview,60443,Single,3,5,Monthly,Basic,35.18,178.48,Bank Transfer,Yes,45.2,17,65.4,4,0,2.1,Yes,10,Yes,0,1
C06302,61,Male,Sandraport,74607,Single,2,18,Monthly,Standard,58.21,978.07,Credit Card,No,55.1,18,70.5,2,0,3.7,No,2,No,1,0
C06303,44,Male,Williamsville,66192,Single,0,26,Monthly,Premium,100.61,2561.05,Credit Card,No,19.0,16,79.6,0,1,3.5,No,86,Yes,1,0
C06304,51,Male,Phillipsview,52253,Single,3,2,Monthly,Basic,30.92,69.81,Bank Transfer,No,38.5,14,38.3,0,0,4.9,No,40,No,0,1
C06305,28,Male,Dustintown,15000,Married,2,1,Yearly,Standard,69.57,0.0,Credit Card,Yes,23.4,18,64.9,1,1,3.2,No,59,No,0,0
C06306,31,Female,Klinemouth,77892,Married,0,28,Monthly,Basic,29.59,785.88,Bank Transfer,No,45.2,13,74.0,1,0,3.8,Yes,19,Yes,1,1
C06307,37,Female,Dannymouth,37102,Single,2,2,Yearly,Premium,104.01,179.65,Credit Card,Yes,59.7,14,47.4,2,0,3.9,No,78,Yes,3,0
C06308,51,Female,Port Heatherport,72476,Married,0,63,Two-year,Premium,104.24,6672.74,Bank Transfer,Yes,46.3,16,97.5,2,0,4.9,No,7,Yes,2,0
C06309,49,Male,Port Moniquebury,79887,Married,3,55,Two-year,Standard,60.43,3244.47,Credit Card,No,31.6,11,72.8,0,0,3.1,No,37,Yes,3,0
C06310,53,Female,East Victor,52570,Married,3,17,Monthly,Standard,63.41,986.5,PayPal,No,42.1,11,71.8,2,2,4.6,No,13,Yes,0,0
C06311,46,Male,Brianburgh,49946,Single,0,72,Yearly,Basic,24.58,1763.06,Credit Card,No,11.9,12,56.6,1,0,5.0,No,25,No,0,0
C06312,49,Male,Lake Jennifer,20060,Single,1,72,Two-year,Standard,59.83,4332.0,Credit Card,Yes,19.3,19,43.3,3,0,3.7,No,19,Yes,1,0
C06313,23,Female,East Johnberg,38014,Single,0,16,Two-year,Basic,20.0,352.0,Credit Card,Yes,81.5,10,82.7,2,0,5.0,No,25,No,1,0
C06314,22,Male,Kennethtown,63627,Single,0,25,Monthly,Premium,104.78,2625.02,Credit Card,No,34.7,16,85.4,3,0,2.7,No,17,Yes,1,0
C06315,46,Male,Hunterport,44628,Single,0,4,Monthly,Basic,29.67,104.4,Credit Card,Yes,31.1,12,32.5,0,0,3.1,No,14,No,1,0
C06316,28,Female,Lake David,72607,Divorced,0,13,Monthly,Basic,24.54,330.31,Bank Transfer,Yes,55.7,17,70.0,1,0,2.7,No,71,No,0,0
C06317,59,Male,South Debbieton,44920,Married,0,14,Monthly,Standard,55.91,857.71,Credit Card,No,32.9,15,50.7,1,0,2.7,Yes,35,Yes,0,0
C06318,22,Male,Collinsbury,40204,Divorced,4,6,Yearly,Standard,57.98,339.52,Credit Card,Yes,21.3,13,20.6,6,1,2.6,No,2,No,0,0
C06319,32,Female,Gonzalezside,51422,Divorced,3,72,Two-year,Basic,20.0,1612.19,Credit Card,No,14.3,18,69.3,1,1,2.4,No,3,No,2,0
C06320,31,Male,West Yeseniaborough,64936,Married,0,3,Yearly,Basic,21.14,0.0,PayPal,Yes,11.1,5,63.2,0,1,3.1,Yes,20,No,0,0
C06321,43,Male,Wallerview,33226,Married,1,15,Yearly,Standard,60.64,890.97,Bank Transfer,No,21.2,22,60.2,0,0,3.0,No,7,No,1,0
C06322,45,Female,West Kayla,93251,Single,1,16,Monthly,Premium,99.72,1622.69,Credit Card,Yes,62.6,16,52.5,3,2,3.7,Yes,29,No,1,1
C06323,18,Male,Port Dillon,67318,Married,0,5,Yearly,Premium,101.98,538.18,Credit Card,Yes,34.6,22,47.1,0,0,2.2,No,6,Yes,1,0
C06324,34,Male,Lindsayport,34170,Single,1,16,Monthly,Basic,34.97,535.1,Credit Card,Yes,33.6,7,69.3,3,0,4.2,No,17,No,0,1
C06325,49,Female,Lake Jeremymouth,49913,Single,1,68,Two-year,Standard,70.04,4697.76,Credit Card,Yes,28.6,5,57.1,1,0,3.1,No,32,Yes,1,0
C06326,36,Female,North Kevinview,76172,Single,1,30,Yearly,Standard,49.46,1533.35,Credit Card,Yes,9.7,14,54.7,1,0,2.8,Yes,71,No,1,0
C06327,49,Male,Mortonmouth,20004,Divorced,0,1,Monthly,Standard,59.39,0.03,Bank Transfer,Yes,37.8,21,21.9,2,0,3.6,No,6,No,1,0
C06328,54,Male,Victoriabury,27536,Married,0,11,Monthly,Basic,25.77,283.26,Bank Transfer,No,63.1,20,89.8,2,1,5.0,Yes,54,No,1,0
C06329,18,Female,Grantmouth,23347,Married,0,16,Two-year,Basic,23.97,297.7,Bank Transfer,No,49.3,14,30.5,2,4,4.0,No,80,Yes,1,1
C06330,46,Male,Lake Joshuafort,22754,Married,2,15,Two-year,Basic,31.5,402.35,Bank Transfer,Yes,6.4,11,78.3,2,0,4.1,No,13,Yes,0,0
C06331,38,Female,Lake Cassandra,53840,Single,1,3,Two-year,Standard,56.87,141.37,Credit Card,No,29.5,18,47.2,0,0,3.6,No,7,No,2,1
C06332,33,Male,Wardhaven,84046,Married,0,14,Yearly,Premium,102.6,1416.88,Credit Card,No,78.4,8,58.1,1,0,2.7,Yes,7,Yes,0,0
C06333,36,Female,West Laurahaven,67380,Married,1,29,Monthly,Premium,98.95,2729.64,Bank Transfer,No,29.8,18,41.4,2,1,4.4,No,50,No,1,0
C06334,49,Male,Robertobury,69467,Single,1,2,Monthly,Premium,88.69,176.77,Bank Transfer,No,77.4,11,54.7,0,1,3.6,No,30,Yes,2,0
C06335,44,Female,East Cynthiaview,78922,Married,0,4,Monthly,Basic,29.59,19.47,PayPal,Yes,19.3,16,43.5,1,0,3.8,Yes,6,No,1,0
C06336,38,Female,Lake Beth,41498,Married,0,6,Yearly,Premium,94.96,602.49,Credit Card,Yes,56.3,18,49.3,2,1,3.9,Yes,50,No,1,0
C06337,37,Male,Banksfurt,71559,Married,1,5,Monthly,Basic,21.4,163.4,PayPal,No,28.6,15,24.3,1,0,4.3,Yes,8,Yes,0,1
C06338,47,Male,East Yeseniahaven,68778,Married,2,27,Two-year,Premium,89.21,2402.66,PayPal,No,42.9,14,7.5,1,0,2.9,No,83,No,1,0
C06339,34,Female,Paynemouth,45091,Single,4,1,Yearly,Standard,61.38,34.69,PayPal,Yes,39.7,12,41.9,1,1,2.9,No,3,Yes,1,0
C06340,52,Male,North Michael,61001,Married,0,1,Monthly,Premium,113.02,106.47,Bank Transfer,No,52.9,24,74.2,0,0,5.0,Yes,34,Yes,0,0
C06341,29,Male,Rodriguezshire,88468,Single,3,68,Two-year,Standard,52.14,3542.15,Credit Card,Yes,39.8,11,35.4,0,1,3.9,No,42,Yes,1,0
C06342,34,Female,North Christopher,80180,Single,3,9,Yearly,Basic,26.04,201.09,Credit Card,Yes,43.1,16,57.8,0,2,3.6,Yes,19,Yes,0,0
C06343,42,Male,Maciastown,52320,Divorced,0,57,Monthly,Basic,29.5,1762.92,PayPal,No,14.7,20,45.3,3,1,4.7,Yes,4,Yes,3,0
C06344,54,Male,South Nathanielborough,42467,Single,0,19,Monthly,Basic,37.45,711.99,PayPal,Yes,48.1,22,74.6,1,0,2.6,No,113,No,0,0
C06345,42,Male,Oliviahaven,75291,Single,1,4,Yearly,Standard,62.51,244.7,Bank Transfer,Yes,41.9,19,49.3,1,0,1.3,Yes,106,No,2,0
C06346,37,Male,Bruceside,36188,Single,4,29,Monthly,Standard,52.14,1460.72,Bank Transfer,Yes,26.4,15,76.3,1,0,2.4,No,35,No,0,0
C06347,43,Female,Lynnville,92417,Married,1,27,Yearly,Basic,26.04,659.77,PayPal,No,53.4,18,6.9,1,0,3.4,No,6,Yes,1,0
C06348,37,Female,East Jennifer,45514,Divorced,2,8,Yearly,Standard,60.79,448.46,Bank Transfer,Yes,35.5,13,29.4,3,0,4.2,No,47,No,0,0
C06349,52,Male,Benjaminstad,74043,Single,0,1,Monthly,Premium,93.31,38.12,Credit Card,Yes,5.7,17,73.4,3,0,1.7,No,6,No,1,1
C06350,45,Male,Lopezfort,71029,Single,1,9,Yearly,Basic,33.85,354.79,Bank Transfer,Yes,60.5,18,43.1,1,0,2.8,Yes,3,Yes,0,0
C06351,25,Female,Lake Kellytown,45854,Married,3,17,Monthly,Basic,29.83,497.57,Bank Transfer,No,6.0,15,54.5,0,0,3.5,Yes,10,No,0,1
C06352,33,Male,North Dawnside,54086,Married,1,72,Two-year,Premium,100.8,7273.96,Bank Transfer,No,28.5,16,44.0,1,1,4.3,No,6,No,0,0
C06353,43,Female,Port Victoria,63193,Married,1,5,Two-year,Premium,95.9,490.18,PayPal,No,25.2,21,67.5,1,0,4.0,No,86,No,3,1
C06354,58,Female,Lake Nancy,32263,Married,1,10,Monthly,Premium,106.98,1088.09,Bank Transfer,Yes,46.9,15,21.1,1,1,3.2,Yes,25,No,1,0
C06355,25,Male,Lake Valerieborough,84756,Single,3,29,Monthly,Basic,23.19,699.54,PayPal,Yes,0.0,14,50.5,1,1,4.4,Yes,1,No,0,0
C06356,43,Female,Parkershire,39451,Single,0,2,Two-year,Standard,62.88,152.94,Credit Card,No,34.3,16,21.9,1,0,4.1,No,37,No,4,0
C06357,30,Male,Huntburgh,24416,Married,3,50,Yearly,Standard,56.93,2893.31,Credit Card,Yes,25.1,18,24.5,0,0,4.5,Yes,52,No,0,0
C06358,37,Female,South Stephen,33075,Single,2,45,Monthly,Standard,56.33,2526.1,PayPal,Yes,16.3,20,43.9,3,1,2.6,No,46,No,0,0
C06359,33,Male,Port Brian,50151,Single,2,11,Monthly,Basic,27.73,395.32,Credit Card,No,46.2,14,32.8,2,0,2.7,No,32,No,1,0
C06360,29,Male,Lake Kimberly,49078,Divorced,1,55,Two-year,Premium,102.81,5622.47,PayPal,No,33.9,13,54.6,4,2,4.0,No,3,Yes,0,0
C06361,43,Female,Hamptonborough,49308,Married,0,7,Yearly,Basic,41.05,314.52,Bank Transfer,Yes,12.5,8,100.0,2,0,3.9,No,13,Yes,1,0
C06362,36,Male,North Amy,61931,Married,0,11,Yearly,Premium,101.51,1077.39,Credit Card,Yes,56.8,17,16.6,1,1,3.7,No,22,No,0,0
C06363,26,Female,Lake Paige,65419,Married,2,13,Monthly,Basic,32.65,304.0,Bank Transfer,No,57.1,17,47.3,0,2,2.7,No,12,No,0,1
C06364,44,Female,South Johnbury,84151,Single,0,72,Yearly,Premium,103.41,7425.15,Bank Transfer,Yes,37.8,9,62.9,0,0,3.9,Yes,106,No,0,0
C06365,52,Male,Andreaburgh,30261,Single,1,12,Yearly,Basic,24.83,325.71,Bank Transfer,Yes,18.3,13,39.9,2,1,5.0,Yes,29,Yes,1,0
C06366,41,Male,Rebeccafurt,92454,Divorced,1,17,Monthly,Standard,55.15,999.82,Credit Card,No,59.9,15,71.1,4,0,3.0,No,6,Yes,1,1
C06367,36,Female,Onealfort,51751,Single,1,15,Monthly,Standard,61.67,1061.94,Credit Card,No,54.4,14,100.0,0,0,5.0,Yes,37,No,1,0
C06368,18,Male,South Tara,58692,Single,0,28,Monthly,Premium,95.37,2695.74,Credit Card,Yes,32.0,12,45.7,1,1,1.9,Yes,71,No,0,1
C06369,39,Male,Rachelside,43724,Married,1,36,Monthly,Basic,26.96,961.85,Credit Card,Yes,54.0,22,16.8,2,1,3.2,No,5,No,0,0
C06370,40,Male,Brandonmouth,55703,Married,0,12,Monthly,Premium,97.83,1210.65,PayPal,No,51.8,15,23.1,2,1,3.9,No,194,No,1,0
C06371,18,Male,East Katherineshire,50463,Single,2,3,Monthly,Basic,32.32,127.6,Bank Transfer,No,15.3,15,32.9,2,0,2.8,Yes,8,Yes,3,0
C06372,39,Female,Lake Jessica,51374,Married,2,22,Two-year,Standard,68.98,1493.95,Bank Transfer,Yes,34.1,11,88.5,1,0,4.5,No,2,Yes,2,0
C06373,38,Female,Conniestad,78556,Divorced,1,1,Monthly,Premium,93.33,116.99,Credit Card,Yes,22.3,16,72.9,0,1,2.6,Yes,18,No,0,0
C06374,30,Male,Nguyenville,61397,Divorced,3,13,Two-year,Basic,23.25,333.08,Bank Transfer,Yes,79.0,15,41.6,2,0,3.1,No,7,Yes,2,0
C06375,47,Male,New Joyceport,55077,Single,2,8,Monthly,Basic,24.66,251.38,Bank Transfer,Yes,61.6,16,40.6,1,2,3.2,Yes,31,Yes,1,1
C06376,49,Female,East Craig,49780,Married,1,3,Monthly,Basic,21.77,154.03,PayPal,Yes,70.0,19,55.5,2,0,4.1,No,47,No,1,0
C06377,38,Female,Brittanyborough,55174,Married,2,5,Monthly,Premium,90.95,483.02,Credit Card,Yes,28.1,12,63.7,1,0,4.4,No,17,Yes,0,0
C06378,25,Female,East Bernard,44214,Married,1,11,Yearly,Premium,105.07,1195.56,Bank Transfer,No,67.1,11,44.5,5,0,3.6,No,22,No,1,0
C06379,48,Male,Lake Brianna,72299,Single,0,9,Monthly,Basic,31.95,233.47,Credit Card,No,52.5,11,57.1,0,0,2.0,No,18,Yes,0,1
C06380,19,Male,Starkmouth,15471,Married,1,47,Monthly,Basic,36.17,1770.03,Credit Card,Yes,53.4,13,48.6,2,2,3.5,Yes,21,No,1,0
C06381,58,Male,North Taylor,59873,Married,1,24,Monthly,Premium,95.65,2160.2,Credit Card,Yes,80.5,17,41.6,3,0,3.5,Yes,32,No,1,0
C06382,35,Female,New Veronicaton,67881,Married,2,14,Yearly,Basic,32.3,444.37,PayPal,Yes,33.7,18,17.8,0,1,3.0,Yes,7,No,0,0
C06383,31,Male,North Stephanie,70470,Divorced,1,1,Monthly,Premium,100.64,129.1,PayPal,Yes,26.4,12,35.0,0,1,4.2,No,11,No,1,0
C06384,37,Female,East Lori,38521,Married,2,25,Yearly,Standard,50.12,1198.52,Bank Transfer,No,35.6,17,23.9,2,0,3.7,Yes,160,Yes,1,0
C06385,45,Male,Murraymouth,45739,Divorced,1,10,Monthly,Basic,25.92,276.55,Credit Card,No,69.1,19,45.4,1,1,3.3,No,19,Yes,0,0
C06386,55,Male,Amyton,37114,Married,0,17,Two-year,Basic,20.0,300.91,Bank Transfer,Yes,56.9,22,35.2,1,2,3.9,No,28,Yes,0,0
C06387,36,Female,Piercetown,60563,Married,0,3,Monthly,Premium,101.39,247.26,PayPal,No,25.3,14,49.0,1,1,2.5,No,40,No,2,0
C06388,45,Male,West Andrewview,56755,Single,1,24,Yearly,Premium,102.82,2461.77,Credit Card,No,50.9,14,40.6,0,0,4.5,No,33,No,1,0
C06389,40,Male,Hermanberg,51408,Married,0,1,Two-year,Premium,92.68,112.94,Bank Transfer,Yes,15.2,12,82.3,1,2,1.8,Yes,43,Yes,5,0
C06390,39,Male,New Bryan,51171,Married,2,5,Monthly,Standard,51.36,246.27,Bank Transfer,Yes,37.9,12,28.9,1,0,3.3,No,5,Yes,0,0
C06391,45,Female,Lake Calvinburgh,40260,Single,0,36,Two-year,Premium,100.7,3652.07,Credit Card,No,21.8,21,39.8,1,1,2.9,No,83,No,0,0
C06392,42,Male,East Jason,66383,Married,3,58,Monthly,Basic,32.51,1857.86,Credit Card,Yes,20.7,16,37.8,1,1,4.7,Yes,2,No,0,0
C06393,46,Female,Port Sandra,44889,Married,0,40,Yearly,Premium,110.93,4389.9,Bank Transfer,No,30.8,16,30.0,3,1,3.9,No,59,No,1,0
C06394,40,Male,Kaitlinville,67911,Married,1,7,Monthly,Premium,95.32,694.22,Bank Transfer,Yes,58.8,13,35.4,0,0,2.1,No,12,No,1,0
C06395,46,Male,North Darrylfurt,15000,Single,1,1,Yearly,Basic,26.61,0.0,Credit Card,Yes,44.5,17,26.4,3,2,3.0,No,1,Yes,0,0
C06396,40,Female,Lake Sara,34649,Single,0,1,Monthly,Basic,37.63,15.42,Bank Transfer,No,18.2,13,42.8,1,0,4.0,No,15,No,2,1
C06397,29,Female,South Allison,71791,Divorced,1,2,Monthly,Standard,55.78,184.05,Credit Card,Yes,49.2,16,65.2,1,0,3.0,Yes,42,Yes,2,0
C06398,59,Female,South Daniellechester,43652,Single,0,8,Two-year,Standard,66.9,560.76,Credit Card,Yes,68.3,17,48.8,1,0,4.1,Yes,2,Yes,0,0
C06399,64,Male,New Erica,95815,Single,3,5,Two-year,Premium,109.68,637.97,PayPal,No,38.0,15,43.7,1,0,4.3,No,20,Yes,0,0
C06400,46,Male,Dickersonside,83841,Single,1,26,Monthly,Standard,56.67,1484.53,Bank Transfer,Yes,1.2,17,78.7,1,0,4.4,Yes,43,Yes,0,0
C06401,22,Female,East Lynn,15000,Married,0,5,Monthly,Standard,55.48,233.7,Credit Card,Yes,7.3,16,55.0,3,0,3.6,No,38,Yes,1,1
C06402,53,Male,New Rebecca,52000,Married,2,72,Monthly,Premium,102.2,7373.66,Bank Transfer,No,58.1,13,69.0,1,1,3.0,Yes,15,Yes,1,1
C06403,54,Female,Bridgesshire,35807,Single,2,39,Monthly,Standard,62.05,2472.61,Bank Transfer,Yes,23.9,19,58.3,2,0,3.3,No,12,No,1,1
C06404,27,Female,Pattersonview,57357,Single,3,25,Yearly,Basic,22.46,568.38,Credit Card,Yes,53.8,15,54.2,2,1,2.8,No,11,Yes,1,0
C06405,18,Female,Shepherdborough,30700,Married,1,2,Monthly,Standard,66.14,179.85,PayPal,Yes,36.6,21,54.3,2,0,2.9,No,99,No,1,0
C06406,44,Female,North Amyfurt,46236,Married,2,28,Monthly,Standard,56.12,1634.31,Credit Card,No,7.3,10,49.1,0,0,3.3,Yes,2,No,1,0
C06407,44,Male,Juliemouth,48844,Married,0,17,Monthly,Premium,92.75,1610.73,PayPal,No,21.8,20,49.2,3,0,3.6,No,13,Yes,2,0
C06408,36,Female,Johnton,47256,Married,0,29,Yearly,Premium,99.05,2878.36,Bank Transfer,Yes,8.3,14,32.8,6,0,3.1,Yes,1,No,1,0
C06409,27,Male,New Matthew,63091,Married,3,4,Yearly,Basic,31.94,82.45,PayPal,No,32.2,13,62.2,2,0,3.3,Yes,37,Yes,1,0
C06410,41,Male,West Lynnmouth,44405,Single,1,17,Yearly,Standard,58.9,1068.48,PayPal,Yes,26.7,20,57.6,2,0,3.9,No,5,Yes,1,0
C06411,55,Male,Port Anita,78175,Single,2,18,Yearly,Standard,60.38,1146.98,PayPal,Yes,31.7,15,45.4,0,0,1.9,No,39,No,1,0
C06412,34,Male,Lake Derrick,64415,Single,1,22,Monthly,Premium,86.75,1903.59,PayPal,Yes,6.1,14,59.1,1,1,2.8,No,88,No,0,1
C06413,34,Male,Petersport,56041,Married,1,12,Two-year,Standard,52.1,597.83,PayPal,No,49.0,12,91.9,1,0,3.9,No,40,Yes,1,0
C06414,40,Female,Lake Suetown,42949,Divorced,1,30,Monthly,Premium,93.25,2734.92,Credit Card,No,50.4,8,98.3,4,1,3.4,Yes,188,No,0,1
C06415,57,Female,Leehaven,63956,Married,0,7,Monthly,Basic,38.7,250.0,PayPal,Yes,46.0,14,15.0,2,0,2.8,Yes,13,Yes,0,0
C06416,50,Female,Bobbyton,51341,Married,3,14,Monthly,Basic,25.37,297.86,Bank Transfer,No,66.2,22,41.5,0,0,3.2,No,7,No,2,0
C06417,57,Male,Laneville,77627,Divorced,1,20,Monthly,Basic,21.28,423.78,PayPal,Yes,57.8,12,41.8,4,0,5.0,Yes,28,No,1,1
C06418,55,Female,South Timothybury,36360,Divorced,1,72,Two-year,Basic,30.85,2231.12,Bank Transfer,No,60.1,11,13.4,1,0,3.7,No,6,No,0,0
C06419,39,Female,Port Jenniferhaven,27620,Divorced,1,3,Monthly,Standard,55.97,156.35,Credit Card,No,52.1,17,60.8,2,0,3.2,Yes,42,Yes,0,0
C06420,45,Female,Riveraburgh,58964,Single,1,35,Monthly,Basic,28.63,1014.48,Bank Transfer,No,43.6,21,63.3,2,0,4.2,Yes,29,Yes,0,0
C06421,38,Female,Boyerland,66839,Married,1,1,Monthly,Basic,29.6,10.83,Bank Transfer,Yes,60.1,19,84.4,2,0,3.8,Yes,71,Yes,2,0
C06422,38,Female,South Bryce,31224,Married,2,72,Yearly,Standard,62.13,4423.71,Credit Card,Yes,63.7,15,59.1,2,1,3.2,No,64,No,2,0
C06423,28,Male,South Joseph,56413,Married,2,56,Yearly,Standard,55.31,3085.4,PayPal,Yes,51.8,15,55.9,0,1,3.0,No,20,No,0,0
C06424,29,Female,Webbtown,58502,Married,2,5,Monthly,Standard,56.86,310.65,Bank Transfer,No,1.5,13,66.7,2,0,3.9,No,4,Yes,0,0
C06425,53,Male,Williamston,63770,Married,1,2,Monthly,Standard,53.3,59.34,Bank Transfer,Yes,44.3,11,29.4,3,1,1.6,No,50,Yes,0,0
C06426,53,Male,East Johnton,88065,Divorced,2,40,Yearly,Basic,28.14,1148.27,PayPal,Yes,57.5,22,31.0,1,2,3.5,Yes,9,No,1,0
C06427,53,Male,South John,66906,Married,1,40,Yearly,Standard,52.79,2158.97,Bank Transfer,No,49.5,17,98.0,2,0,5.0,No,2,No,1,1
C06428,39,Male,Davenportstad,56080,Divorced,1,23,Yearly,Standard,54.82,1228.77,Bank Transfer,Yes,50.0,13,25.6,0,1,3.7,Yes,25,Yes,0,0
C06429,50,Male,Elizabethton,33573,Divorced,0,21,Two-year,Basic,23.33,486.72,PayPal,Yes,47.9,18,5.3,1,2,5.0,No,62,No,1,0
C06430,34,Female,Port Mariofort,79402,Married,0,31,Two-year,Standard,55.0,1737.54,Bank Transfer,Yes,19.0,20,27.0,1,1,3.1,No,33,Yes,2,0
C06431,56,Female,Ericfurt,29906,Single,0,1,Monthly,Basic,38.15,127.5,Credit Card,Yes,57.7,12,70.8,1,1,2.1,Yes,9,Yes,2,0
C06432,43,Female,Port Karenshire,52525,Divorced,2,1,Monthly,Premium,97.95,164.61,Credit Card,Yes,43.6,13,63.2,1,0,4.0,No,139,No,1,0
C06433,19,Male,Leefurt,15000,Single,1,2,Monthly,Standard,56.35,148.31,Credit Card,No,10.1,11,51.2,1,1,3.5,Yes,8,Yes,2,0
C06434,40,Female,Port Courtney,64274,Divorced,2,1,Yearly,Standard,55.3,48.15,Credit Card,Yes,31.7,16,52.5,3,2,2.8,No,6,No,1,1
C06435,36,Female,South Dakotatown,21621,Married,2,43,Yearly,Premium,98.83,4225.66,Credit Card,Yes,55.7,20,43.2,1,0,2.7,Yes,29,Yes,0,0
C06436,32,Male,Lake Amandachester,56517,Married,1,1,Yearly,Premium,103.0,70.82,PayPal,No,24.8,19,69.8,4,0,4.4,Yes,47,No,2,0
C06437,45,Female,East Susanland,50215,Married,0,45,Yearly,Basic,23.74,1069.78,PayPal,No,54.6,9,87.6,0,1,3.7,Yes,16,Yes,2,0
C06438,56,Male,North Douglasside,60468,Single,0,27,Monthly,Standard,60.68,1606.64,Bank Transfer,Yes,35.2,20,58.6,1,0,3.9,No,42,No,2,0
C06439,23,Male,North Destinyton,57054,Divorced,1,43,Two-year,Basic,30.92,1249.2,Credit Card,No,56.2,19,30.7,2,0,3.1,No,11,Yes,0,0
C06440,63,Female,Port Alexandra,49956,Single,1,18,Yearly,Premium,94.91,1702.91,Credit Card,Yes,42.9,22,24.7,1,0,3.2,No,4,Yes,0,0
