Age,Income,Dependents,Tenure,MonthlyCharges,TotalCharges,AutoPay,MonthlyUsageHours,LoginFrequency,FeatureUsageScore,CustomerSupportCalls,ServiceComplaints,AppRating,DiscountReceived,LastInteractionDays,ContractRenewalReminder,UpgradeAttempts,AverageMonthlySpend,UsagePerDay,SupportCallRate,ComplaintRate,EngagementScore,ContractType_Monthly,ContractType_Two-year,ContractType_Yearly,SubscriptionPlan_Basic,SubscriptionPlan_Premium,SubscriptionPlan_Standard,PaymentMethod_Bank Transfer,PaymentMethod_Credit Card,PaymentMethod_PayPal,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender_Female,Gender_Male
48,35281,1,12,101.55,1285.71,1,26.8,19,38.9,1,0,4.2,1,7,0,1,107.1425,0.8933333333333333,0.08333333333333333,0.0,33.86,False,True,False,False,True,False,False,True,False,False,False,True,True,False
62,65958,1,14,37.69,526.91,1,27.7,14,83.6,0,0,3.6,1,11,1,0,37.63642857142857,0.9233333333333333,0.0,0.0,48.44,False,True,False,True,False,False,False,True,False,False,False,True,False,True
49,91249,2,9,35.44,294.6,1,23.5,22,35.8,0,0,4.9,0,6,0,0,32.733333333333334,0.7833333333333333,0.0,0.0,35.620000000000005,True,False,False,True,False,False,False,True,False,False,True,False,False,True
21,42530,0,35,26.11,962.35,1,36.5,24,59.2,0,0,2.9,1,2,1,1,27.495714285714286,1.2166666666666666,0.0,0.0,39.58,False,True,False,True,False,False,True,False,False,True,False,False,True,False
40,34327,2,46,20.0,833.8,0,36.6,22,84.8,1,1,3.7,1,46,1,0,18.12608695652174,1.22,0.021739130434782608,0.021739130434782608,51.620000000000005,False,True,False,True,False,False,False,True,False,False,True,False,True,False
47,52452,0,23,35.94,866.18,1,21.2,12,33.8,2,1,2.5,0,35,0,2,37.66,0.7066666666666667,0.08695652173913043,0.043478260869565216,24.619999999999997,False,True,False,True,False,False,False,False,True,False,False,True,False,True
35,69848,0,52,50.01,2413.61,1,14.0,18,59.2,1,1,3.6,1,32,1,2,46.41557692307693,0.4666666666666667,0.019230769230769232,0.019230769230769232,39.88,False,False,True,False,False,True,True,False,False,False,False,True,False,True
40,31908,4,19,103.69,1944.49,1,56.5,10,70.0,1,0,4.0,1,6,0,0,102.34157894736842,1.8833333333333333,0.05263157894736842,0.0,43.0,True,False,False,False,True,False,True,False,False,False,True,False,True,False
39,64259,2,28,99.31,2753.62,0,48.1,15,37.9,0,2,4.0,0,46,0,1,98.34357142857142,1.6033333333333333,0.0,0.07142857142857142,31.66,False,True,False,False,True,False,False,False,True,False,True,False,True,False
35,61501,1,1,29.46,12.95,0,36.1,16,52.8,1,0,4.5,1,9,1,0,12.95,1.2033333333333334,1.0,0.0,39.42,True,False,False,True,False,False,True,False,False,False,True,False,True,False
60,39443,1,21,97.6,1993.96,1,94.4,10,64.1,2,0,3.8,1,14,1,0,94.9504761904762,3.146666666666667,0.09523809523809523,0.0,40.04,True,False,False,False,True,False,False,True,False,False,False,True,False,True
42,81456,1,21,57.61,1295.15,1,80.5,8,70.3,3,0,4.9,1,14,1,0,61.67380952380953,2.683333333333333,0.14285714285714285,0.0,45.22,False,True,False,False,False,True,False,False,True,False,True,False,True,False
46,45865,1,1,57.92,0.0,0,49.0,19,43.1,4,0,5.0,0,25,0,0,0.0,1.6333333333333333,4.0,0.0,37.94,False,False,True,False,False,True,False,True,False,True,False,False,False,True
43,65482,2,13,53.22,727.05,1,28.5,21,54.4,0,1,3.4,0,79,1,2,55.926923076923075,0.95,0.0,0.07692307692307693,38.260000000000005,False,True,False,False,False,True,True,False,False,False,True,False,True,False
40,67131,1,32,64.96,2119.53,0,42.9,18,20.7,0,1,3.5,0,2,1,1,66.2353125,1.43,0.0,0.03125,24.18,False,True,False,False,False,True,True,False,False,True,False,False,False,True
44,52391,0,18,104.08,1905.11,1,44.8,14,38.7,1,0,4.2,0,67,0,0,105.83944444444444,1.4933333333333332,0.05555555555555555,0.0,32.28,True,False,False,False,True,False,True,False,False,False,False,True,False,True
51,55159,1,1,63.45,52.51,1,51.3,17,89.1,2,0,3.6,0,39,0,0,52.51,1.71,2.0,0.0,51.54,True,False,False,False,False,True,False,False,True,False,True,False,False,True
47,58250,1,11,66.42,763.03,0,40.8,16,34.1,1,1,3.8,1,16,1,2,69.36636363636363,1.3599999999999999,0.09090909090909091,0.09090909090909091,29.840000000000003,False,False,True,False,False,True,False,True,False,False,False,True,False,True
31,77675,0,8,58.71,461.81,1,55.9,20,51.7,3,1,4.2,1,8,0,1,57.72625,1.8633333333333333,0.375,0.125,39.28,False,False,True,False,False,True,False,True,False,False,False,True,True,False
30,70431,1,49,27.46,1367.96,0,44.5,13,33.6,2,0,4.0,0,8,1,0,27.917551020408165,1.4833333333333334,0.04081632653061224,0.0,29.34,False,True,False,True,False,False,True,False,False,False,True,False,True,False
62,94253,2,23,29.67,610.31,1,25.8,14,70.7,2,0,4.0,1,8,0,1,26.535217391304347,0.86,0.08695652173913043,0.0,44.480000000000004,True,False,False,True,False,False,True,False,False,True,False,False,True,False
41,56080,1,19,24.89,402.77,1,70.4,15,50.5,1,0,4.2,0,12,1,0,21.198421052631577,2.3466666666666667,0.05263157894736842,0.0,37.300000000000004,True,False,False,True,False,False,False,True,False,False,True,False,True,False
59,92504,1,72,57.98,4145.26,0,73.7,16,100.0,0,1,3.2,1,37,1,0,57.573055555555555,2.4566666666666666,0.0,0.013888888888888888,54.4,False,False,True,False,False,True,True,False,False,False,True,False,True,False
34,58999,0,26,97.59,2531.41,1,29.7,7,73.0,1,1,3.1,1,20,0,1,97.36192307692308,0.99,0.038461538461538464,0.038461538461538464,40.6,True,False,False,False,True,False,False,False,True,False,False,True,False,True
29,24247,0,2,63.62,193.35,1,54.4,11,47.8,2,1,4.2,0,4,1,2,96.675,1.8133333333333332,1.0,0.5,35.02,True,False,False,False,False,True,False,True,False,False,False,True,True,False
46,71226,3,36,100.84,3633.4,1,13.4,15,63.0,1,0,3.9,1,4,1,1,100.92777777777778,0.44666666666666666,0.027777777777777776,0.0,41.400000000000006,True,False,False,False,True,False,False,False,True,False,True,False,True,False
36,29173,0,1,67.47,11.12,1,45.7,14,91.5,1,0,2.8,0,1,1,2,11.12,1.5233333333333334,1.0,0.0,49.2,False,True,False,False,False,True,False,True,False,False,True,False,True,False
38,59198,2,12,95.38,1095.85,1,24.9,19,26.9,2,0,2.9,1,16,0,0,91.32083333333333,0.83,0.16666666666666666,0.0,25.16,True,False,False,False,True,False,True,False,False,False,True,False,True,False
45,66055,1,11,71.21,783.34,1,43.2,16,41.0,1,0,4.0,0,4,0,0,71.21272727272728,1.4400000000000002,0.09090909090909091,0.0,33.2,False,True,False,False,False,True,True,False,False,False,False,True,False,True
39,78989,1,18,35.11,544.33,1,74.4,15,91.5,2,0,2.6,0,33,1,1,30.24055555555556,2.48,0.1111111111111111,0.0,48.9,False,False,True,True,False,False,True,False,False,False,True,False,True,False
39,58113,2,3,32.16,86.64,1,28.8,15,75.6,2,0,3.9,0,35,1,1,28.88,0.9600000000000001,0.6666666666666666,0.0,46.44,False,True,False,True,False,False,False,True,False,False,True,False,True,False
31,81669,1,20,101.74,2112.32,0,8.7,17,54.3,3,1,4.2,0,19,0,0,105.61600000000001,0.29,0.15,0.05,39.42,False,True,False,False,True,False,False,False,True,True,False,False,True,False
28,55971,1,72,29.32,2086.0,1,30.9,16,37.5,1,0,2.4,0,4,1,1,28.97222222222222,1.03,0.013888888888888888,0.0,27.0,False,False,True,True,False,False,False,True,False,False,False,True,False,True
41,43291,0,17,56.97,967.75,0,25.7,18,50.2,4,1,4.0,0,7,1,0,56.9264705882353,0.8566666666666667,0.23529411764705882,0.058823529411764705,37.480000000000004,True,False,False,False,False,True,True,False,False,False,False,True,True,False
26,78026,1,12,27.56,300.87,0,0.0,20,40.5,1,2,3.3,0,48,0,1,25.0725,0.0,0.08333333333333333,0.16666666666666666,32.1,True,False,False,True,False,False,True,False,False,False,False,True,False,True
51,15000,0,20,68.28,1306.86,1,42.8,14,28.2,3,0,2.6,0,23,1,1,65.34299999999999,1.4266666666666665,0.15,0.0,23.28,True,False,False,False,False,True,False,False,True,False,False,True,False,True
41,15000,1,48,98.17,4783.46,1,47.9,16,31.4,1,1,4.8,1,30,0,0,99.65541666666667,1.5966666666666667,0.020833333333333332,0.020833333333333332,31.759999999999998,True,False,False,False,True,False,True,False,False,True,False,False,True,False
34,43799,1,5,96.78,436.11,0,58.8,12,76.2,2,1,4.6,0,80,1,1,87.22200000000001,1.96,0.4,0.2,47.88,False,True,False,False,True,False,False,False,True,False,False,True,True,False
47,63236,0,2,66.83,119.18,1,54.1,13,52.4,4,0,3.2,1,23,0,0,59.59,1.8033333333333335,2.0,0.0,34.46,True,False,False,False,False,True,False,True,False,False,True,False,True,False
44,65945,1,1,91.58,146.78,1,72.9,21,46.5,0,2,3.8,0,17,1,1,146.78,2.43,0.0,2.0,36.300000000000004,True,False,False,False,True,False,True,False,False,False,True,False,False,True
46,34606,1,1,24.68,17.63,1,46.3,14,58.8,2,0,4.8,0,8,1,1,17.63,1.5433333333333332,2.0,0.0,42.12,False,True,False,True,False,False,True,False,False,False,True,False,True,False
35,24418,0,49,21.28,1039.34,0,41.9,15,50.1,1,1,3.5,0,55,1,0,21.211020408163265,1.3966666666666667,0.02040816326530612,0.02040816326530612,35.040000000000006,False,False,True,True,False,False,False,True,False,False,True,False,False,True
31,70470,1,1,100.64,129.1,1,26.4,12,35.0,0,1,4.2,0,11,0,1,129.1,0.88,0.0,1.0,30.200000000000003,True,False,False,False,True,False,False,False,True,True,False,False,False,True
42,47926,2,30,30.92,929.92,0,29.4,16,47.2,1,1,4.8,0,42,1,1,30.997333333333334,0.98,0.03333333333333333,0.03333333333333333,38.08,False,False,True,True,False,False,False,True,False,False,True,False,False,True
46,22269,0,8,58.37,394.97,1,64.9,13,51.4,2,0,3.8,0,22,1,0,49.37125,2.1633333333333336,0.25,0.0,35.86,False,False,True,False,False,True,True,False,False,False,True,False,False,True
31,53725,2,3,28.93,88.21,1,61.5,14,71.5,1,1,3.5,0,63,1,3,29.403333333333332,2.05,0.3333333333333333,0.3333333333333333,43.300000000000004,False,False,True,True,False,False,False,False,True,False,False,True,False,True
40,47168,1,28,98.93,2746.63,1,58.5,16,49.9,1,0,4.0,0,30,0,0,98.09392857142858,1.95,0.03571428571428571,0.0,36.760000000000005,False,False,True,False,True,False,False,True,False,False,True,False,True,False
54,67163,0,37,97.21,3568.26,1,11.9,18,34.4,1,0,3.3,0,19,1,1,96.43945945945947,0.39666666666666667,0.02702702702702703,0.0,29.060000000000002,False,False,True,False,True,False,True,False,False,False,False,True,False,True
43,33226,1,15,60.64,890.97,0,21.2,22,60.2,0,0,3.0,0,7,0,1,59.398,0.7066666666666667,0.0,0.0,39.68,False,False,True,False,False,True,True,False,False,False,True,False,False,True
24,60012,1,9,61.72,577.95,1,58.4,10,45.4,3,0,1.0,0,12,1,3,64.21666666666667,1.9466666666666665,0.3333333333333333,0.0,24.16,False,False,True,False,False,True,False,True,False,False,True,False,True,False
26,15000,1,18,96.42,1678.41,1,49.7,25,59.0,2,0,1.8,0,1,0,2,93.245,1.6566666666666667,0.1111111111111111,0.0,36.5,True,False,False,False,True,False,True,False,False,False,True,False,True,False
52,59434,1,41,29.94,1185.84,0,81.4,17,53.0,1,0,2.8,0,18,1,1,28.92292682926829,2.7133333333333334,0.024390243902439025,0.0,34.7,False,True,False,True,False,False,True,False,False,False,True,False,True,False
37,30683,1,10,60.94,696.71,1,74.1,17,71.9,0,0,4.1,0,34,0,0,69.671,2.4699999999999998,0.0,0.0,46.160000000000004,True,False,False,False,False,True,True,False,False,True,False,False,False,True
48,67138,1,19,37.46,655.12,0,47.0,12,78.2,3,0,3.3,0,3,1,1,34.48,1.5666666666666667,0.15789473684210525,0.0,44.78,False,False,True,True,False,False,True,False,False,False,True,False,False,True
64,95815,3,5,109.68,637.97,0,38.0,15,43.7,1,0,4.3,0,20,1,0,127.59400000000001,1.2666666666666666,0.2,0.0,34.88,False,True,False,False,True,False,False,False,True,False,False,True,False,True
35,68869,1,6,62.19,367.23,1,29.2,13,70.9,2,1,2.9,1,3,1,0,61.205000000000005,0.9733333333333333,0.3333333333333333,0.16666666666666666,40.96000000000001,True,False,False,False,False,True,False,False,True,False,True,False,False,True
61,49963,2,17,52.12,816.65,1,56.3,17,80.9,0,2,3.7,0,40,0,0,48.03823529411765,1.8766666666666665,0.0,0.11764705882352941,48.56000000000001,True,False,False,False,False,True,False,True,False,False,True,False,False,True
48,57422,1,13,98.87,1396.76,0,24.4,14,53.0,2,0,5.0,0,4,1,0,107.44307692307692,0.8133333333333332,0.15384615384615385,0.0,40.400000000000006,True,False,False,False,True,False,False,False,True,False,True,False,False,True
22,78697,1,15,20.0,351.76,1,60.6,22,43.7,0,1,4.2,1,31,0,0,23.450666666666667,2.02,0.0,0.06666666666666667,36.68,False,True,False,True,False,False,False,True,False,False,True,False,True,False
43,76010,1,72,28.79,2074.97,0,53.0,15,39.5,3,0,4.6,1,10,0,0,28.819027777777777,1.7666666666666666,0.041666666666666664,0.0,34.1,False,False,True,True,False,False,True,False,False,False,False,True,True,False
41,53375,0,7,102.28,731.46,1,33.4,19,71.5,2,0,4.5,1,26,1,2,104.49428571428572,1.1133333333333333,0.2857142857142857,0.0,47.800000000000004,False,False,True,False,True,False,False,True,False,False,True,False,True,False
49,90427,2,33,29.04,917.83,1,46.9,12,62.0,2,0,2.8,0,6,0,0,27.813030303030303,1.5633333333333332,0.06060606060606061,0.0,36.8,True,False,False,True,False,False,False,False,True,False,False,True,True,False
40,78871,3,13,96.25,1209.48,0,5.5,11,57.5,0,0,4.6,1,24,1,0,93.03692307692307,0.18333333333333332,0.0,0.0,40.1,False,False,True,False,True,False,False,False,True,False,False,True,False,True
44,89092,3,15,58.72,938.93,0,10.1,17,47.9,1,0,2.2,0,58,1,0,62.59533333333333,0.33666666666666667,0.06666666666666667,0.0,30.86,False,True,False,False,False,True,False,True,False,False,True,False,True,False
46,78217,2,10,64.25,626.01,0,54.5,17,48.8,2,0,4.1,1,2,1,0,62.601,1.8166666666666667,0.2,0.0,36.919999999999995,True,False,False,False,False,True,False,False,True,False,True,False,False,True
43,57881,0,22,62.6,1413.15,1,62.7,14,51.9,1,0,3.9,0,117,1,1,64.23409090909091,2.0900000000000003,0.045454545454545456,0.0,36.66,True,False,False,False,False,True,False,False,True,False,False,True,True,False
32,57939,2,38,31.55,1038.91,1,29.8,11,66.5,3,0,2.5,0,9,1,0,27.339736842105264,0.9933333333333334,0.07894736842105263,0.0,37.400000000000006,False,True,False,True,False,False,False,True,False,True,False,False,False,True
35,49225,2,29,90.21,2589.59,1,37.1,16,78.2,0,0,2.8,0,27,0,0,89.29620689655172,1.2366666666666668,0.0,0.0,44.48,True,False,False,False,True,False,False,False,True,False,True,False,True,False
38,54127,2,34,31.3,1056.73,0,34.8,12,43.5,5,1,4.3,0,8,0,0,31.08029411764706,1.16,0.14705882352941177,0.029411764705882353,33.9,True,False,False,True,False,False,False,True,False,True,False,False,True,False
47,36530,0,72,100.25,7244.78,0,32.5,18,80.0,2,1,4.0,1,6,1,0,100.62194444444444,1.0833333333333333,0.027777777777777776,0.013888888888888888,49.4,True,False,False,False,True,False,True,False,False,False,False,True,False,True
27,60748,2,49,61.25,2918.95,1,27.2,16,78.2,2,1,1.5,0,4,1,0,59.570408163265306,0.9066666666666666,0.04081632653061224,0.02040816326530612,40.58,False,True,False,False,False,True,False,False,True,True,False,False,True,False
41,61851,1,22,60.75,1343.22,0,83.2,20,45.0,2,0,2.9,1,34,1,0,61.055454545454545,2.7733333333333334,0.09090909090909091,0.0,32.7,True,False,False,False,False,True,True,False,False,True,False,False,False,True
40,46219,2,59,58.78,3432.13,0,26.6,14,27.0,2,1,2.4,0,87,1,1,58.17169491525424,0.8866666666666667,0.03389830508474576,0.01694915254237288,22.2,True,False,False,False,False,True,True,False,False,False,False,True,True,False
43,50788,2,35,104.49,3585.9,0,76.5,15,57.8,7,0,3.5,0,20,0,0,102.45428571428572,2.55,0.2,0.0,38.120000000000005,False,False,True,False,True,False,False,True,False,False,True,False,True,False
50,53019,2,1,99.92,25.51,0,29.2,17,1.5,0,0,2.8,0,19,1,1,25.51,0.9733333333333333,0.0,0.0,14.1,False,False,True,False,True,False,False,False,True,False,False,True,True,False
47,39822,3,11,31.93,390.38,1,58.3,16,20.4,0,0,4.2,0,12,0,2,35.48909090909091,1.9433333333333331,0.0,0.0,25.560000000000002,False,False,True,True,False,False,False,False,True,False,False,True,True,False
41,51912,1,1,56.2,0.0,0,79.6,16,37.2,1,1,3.4,1,12,1,0,0.0,2.6533333333333333,1.0,1.0,29.880000000000003,False,True,False,False,False,True,False,True,False,False,True,False,False,True
46,72733,2,41,29.04,1120.62,0,50.4,17,81.3,0,0,2.8,0,21,0,0,27.332195121951216,1.68,0.0,0.0,46.02,False,False,True,True,False,False,False,False,True,False,False,True,True,False
33,92742,4,1,65.97,0.0,0,31.7,10,100.0,4,0,4.9,0,23,1,0,0.0,1.0566666666666666,4.0,0.0,57.7,False,False,True,False,False,True,False,False,True,False,True,False,True,False
52,28944,1,12,30.25,286.47,0,35.5,15,16.5,2,0,3.1,1,15,0,0,23.872500000000002,1.1833333333333333,0.16666666666666666,0.0,20.4,False,True,False,True,False,False,True,False,False,False,True,False,False,True
46,83355,1,8,57.31,430.73,0,22.0,12,30.3,1,1,3.7,0,89,1,2,53.84125,0.7333333333333333,0.125,0.125,26.82,True,False,False,False,False,True,False,False,True,False,False,True,True,False
33,23462,2,41,106.43,4444.68,0,61.4,10,61.7,2,0,3.0,1,1,0,1,108.4068292682927,2.0466666666666664,0.04878048780487805,0.0,36.68000000000001,False,False,True,False,True,False,False,False,True,False,False,True,True,False
36,45946,2,26,25.97,702.13,1,30.3,19,18.2,3,1,3.2,1,15,0,1,27.005,1.01,0.11538461538461539,0.038461538461538464,22.58,True,False,False,True,False,False,True,False,False,True,False,False,True,False
53,68130,1,9,61.93,574.43,1,34.6,15,57.0,1,0,2.3,1,41,1,0,63.82555555555555,1.1533333333333333,0.1111111111111111,0.0,34.2,False,False,True,False,False,True,False,False,True,False,True,False,False,True
37,56165,2,11,66.92,771.83,0,15.0,17,69.3,2,0,3.1,1,1,0,1,70.16636363636364,0.5,0.18181818181818182,0.0,42.12,True,False,False,False,False,True,True,False,False,False,True,False,False,True
41,77787,0,14,62.58,829.22,0,37.5,14,26.8,2,0,4.0,1,30,1,0,59.230000000000004,1.25,0.14285714285714285,0.0,26.92,True,False,False,False,False,True,False,True,False,False,False,True,True,False
41,68783,1,9,22.81,277.07,0,2.5,19,53.3,1,3,2.9,0,16,1,1,30.785555555555554,0.08333333333333333,0.1111111111111111,0.3333333333333333,35.72,False,True,False,True,False,False,True,False,False,True,False,False,True,False
43,50173,1,72,57.86,4187.4,0,42.4,17,74.7,3,1,3.6,0,14,0,1,58.15833333333333,1.4133333333333333,0.041666666666666664,0.013888888888888888,45.78,True,False,False,False,False,True,True,False,False,False,False,True,False,True
45,43827,1,18,32.33,464.96,1,20.5,17,54.4,1,1,3.6,1,1,0,0,25.83111111111111,0.6833333333333333,0.05555555555555555,0.05555555555555555,37.66,True,False,False,True,False,False,True,False,False,True,False,False,False,True
49,85191,1,8,102.17,920.08,1,49.0,16,46.0,0,0,4.1,0,5,0,3,115.01,1.6333333333333333,0.0,0.0,35.5,False,True,False,False,True,False,True,False,False,False,True,False,False,True
43,63512,0,5,63.85,289.92,1,26.5,18,40.5,2,0,2.9,0,5,0,0,57.984,0.8833333333333333,0.4,0.0,30.299999999999997,True,False,False,False,False,True,False,True,False,False,False,True,False,True
32,54310,0,5,21.26,118.39,0,83.5,15,60.5,1,1,1.7,1,17,0,2,23.678,2.783333333333333,0.2,0.2,33.800000000000004,True,False,False,True,False,False,True,False,False,False,False,True,True,False
45,19398,2,3,103.23,305.93,1,41.6,18,69.9,2,2,3.9,0,25,1,0,101.97666666666667,1.3866666666666667,0.6666666666666666,0.6666666666666666,45.06,True,False,False,False,True,False,True,False,False,True,False,False,True,False
45,42386,0,38,94.52,3623.94,0,85.2,19,50.2,3,1,5.0,1,45,1,0,95.36684210526316,2.8400000000000003,0.07894736842105263,0.02631578947368421,40.78,False,False,True,False,True,False,True,False,False,False,True,False,False,True
46,42658,1,10,23.73,309.76,0,37.3,12,62.0,0,0,2.3,0,90,0,0,30.976,1.2433333333333332,0.0,0.0,35.3,False,True,False,True,False,False,False,True,False,True,False,False,False,True
42,40296,3,4,29.49,30.9,1,69.9,11,52.8,0,3,3.1,0,18,0,0,7.725,2.33,0.0,0.75,33.72,True,False,False,True,False,False,False,True,False,False,False,True,False,True
24,76395,0,51,96.46,4998.66,0,38.1,13,58.6,1,0,2.0,1,62,0,2,98.01294117647059,1.27,0.0196078431372549,0.0,33.34,True,False,False,False,True,False,False,True,False,False,True,False,True,False
44,66358,0,6,55.51,289.53,1,74.1,16,49.0,0,3,3.6,0,6,0,2,48.254999999999995,2.4699999999999998,0.0,0.5,35.2,True,False,False,False,False,True,False,True,False,False,False,True,True,False
30,44074,2,33,30.63,988.48,1,55.1,14,32.6,0,1,2.9,0,12,1,0,29.953939393939393,1.8366666666666667,0.0,0.030303030303030304,25.94,True,False,False,True,False,False,False,True,False,False,False,True,False,True
42,128910,1,21,99.83,2062.52,0,2.3,9,74.8,1,0,3.6,0,9,1,0,98.21523809523809,0.07666666666666666,0.047619047619047616,0.0,43.42,True,False,False,False,True,False,True,False,False,False,True,False,True,False
31,58569,2,20,27.72,553.99,0,12.0,12,49.0,2,0,4.0,0,3,1,1,27.6995,0.4,0.1,0.0,35.2,True,False,False,True,False,False,False,False,True,False,True,False,True,False
44,64929,0,50,55.14,2736.6,1,22.7,11,43.3,3,1,3.3,0,3,0,1,54.732,0.7566666666666666,0.06,0.02,30.520000000000003,True,False,False,False,False,True,True,False,False,False,False,True,False,True
46,56194,1,10,63.79,565.61,1,34.3,15,44.0,2,0,3.6,0,51,0,0,56.561,1.1433333333333333,0.2,0.0,32.9,True,False,False,False,False,True,False,False,True,False,True,False,False,True
41,41325,1,9,34.01,279.42,0,44.3,17,27.6,3,0,3.7,0,44,1,2,31.046666666666667,1.4766666666666666,0.3333333333333333,0.0,27.240000000000002,False,False,True,True,False,False,False,True,False,False,False,True,True,False
45,70808,1,72,33.07,2374.47,0,13.1,13,72.1,4,0,3.1,0,112,1,1,32.97875,0.43666666666666665,0.05555555555555555,0.0,42.04,True,False,False,True,False,False,False,False,True,False,False,True,True,False
44,60844,1,10,49.05,462.85,1,27.4,11,34.0,3,0,3.2,1,25,1,0,46.285000000000004,0.9133333333333333,0.3,0.0,26.5,True,False,False,False,False,True,True,False,False,False,True,False,False,True
65,49275,2,12,29.78,351.06,1,44.0,9,81.5,0,1,3.5,1,3,1,1,29.255,1.4666666666666666,0.0,0.08333333333333333,45.800000000000004,True,False,False,True,False,False,True,False,False,False,False,True,True,False
58,71704,2,21,56.17,1181.12,1,40.4,23,53.0,2,1,3.5,0,41,0,1,56.24380952380952,1.3466666666666667,0.09523809523809523,0.047619047619047616,38.6,False,False,True,False,False,True,True,False,False,False,False,True,True,False
49,28101,2,53,25.99,1396.54,0,19.9,15,75.4,0,2,3.2,1,50,1,0,26.349811320754718,0.6633333333333333,0.0,0.03773584905660377,44.260000000000005,True,False,False,True,False,False,False,True,False,False,False,True,False,True
18,15249,0,32,52.6,1650.47,0,37.3,11,56.7,1,0,3.9,1,17,1,1,51.5771875,1.2433333333333332,0.03125,0.0,37.68000000000001,True,False,False,False,False,True,False,False,True,False,True,False,True,False
26,31790,1,34,21.16,679.25,0,39.1,22,42.0,3,0,3.6,1,41,1,1,19.977941176470587,1.3033333333333335,0.08823529411764706,0.0,34.199999999999996,False,True,False,True,False,False,True,False,False,False,True,False,True,False
39,63543,0,26,34.17,928.27,0,4.5,13,50.4,1,0,4.7,0,1,0,2,35.70269230769231,0.15,0.038461538461538464,0.0,38.16,True,False,False,True,False,False,True,False,False,False,True,False,True,False
22,63627,0,25,104.78,2625.02,0,34.7,16,85.4,3,0,2.7,0,17,1,1,105.0008,1.1566666666666667,0.12,0.0,47.06,True,False,False,False,True,False,False,True,False,False,False,True,False,True
41,60297,2,30,29.62,810.4,0,41.7,21,32.6,4,2,3.7,1,21,1,0,27.013333333333332,1.3900000000000001,0.13333333333333333,0.06666666666666667,30.439999999999998,False,False,True,True,False,False,True,False,False,False,True,False,False,True
25,45854,3,17,29.83,497.57,0,6.0,15,54.5,0,0,3.5,1,10,0,0,29.268823529411765,0.2,0.0,0.0,36.8,True,False,False,True,False,False,True,False,False,False,True,False,True,False
41,42529,2,2,26.71,33.63,0,95.4,23,20.3,2,1,3.6,1,12,0,0,16.815,3.18,1.0,0.5,25.82,False,True,False,True,False,False,True,False,False,True,False,False,False,True
30,45254,3,1,56.07,54.14,1,36.9,10,63.9,1,0,2.9,0,19,1,1,54.14,1.23,1.0,0.0,37.260000000000005,False,False,True,False,False,True,False,False,True,False,False,True,True,False
22,38145,0,34,100.2,3285.81,1,94.3,14,49.6,3,0,3.3,0,56,0,1,96.6414705882353,3.143333333333333,0.08823529411764706,0.0,33.940000000000005,False,True,False,False,True,False,False,False,True,False,True,False,True,False
23,37646,0,7,101.57,614.66,0,29.6,16,82.3,0,1,5.0,0,17,0,1,87.80857142857143,0.9866666666666667,0.0,0.14285714285714285,52.72,True,False,False,False,True,False,False,True,False,False,False,True,False,True
20,51390,0,39,29.96,1138.34,1,17.9,17,64.8,1,1,2.4,0,4,1,2,29.188205128205126,0.5966666666666666,0.02564102564102564,0.02564102564102564,38.22,False,True,False,True,False,False,True,False,False,False,True,False,False,True
33,75766,3,17,92.84,1608.66,0,62.0,8,35.0,5,0,2.3,0,90,1,1,94.62705882352941,2.066666666666667,0.29411764705882354,0.0,23.299999999999997,False,False,True,False,True,False,True,False,False,False,True,False,True,False
56,82485,2,20,67.43,1348.11,0,52.2,15,71.5,1,0,5.0,0,46,0,0,67.40549999999999,1.74,0.05,0.0,48.1,False,False,True,False,False,True,False,True,False,True,False,False,True,False
59,75046,0,17,66.64,1156.0,1,49.2,8,41.4,2,0,4.1,1,16,1,0,68.0,1.6400000000000001,0.11764705882352941,0.0,31.259999999999998,True,False,False,False,False,True,False,False,True,False,True,False,False,True
36,32869,0,72,111.87,8057.6,0,40.3,11,54.5,0,0,2.9,1,44,0,1,111.91111111111111,1.3433333333333333,0.0,0.0,33.8,False,False,True,False,True,False,False,True,False,False,True,False,False,True
42,50791,2,24,27.14,630.73,0,44.3,15,73.2,1,0,2.9,1,14,0,0,26.280416666666667,1.4766666666666666,0.041666666666666664,0.0,42.480000000000004,True,False,False,True,False,False,False,False,True,False,False,True,False,True
56,26992,3,18,26.83,413.57,0,56.7,9,47.2,1,0,4.0,0,1,0,1,22.97611111111111,1.8900000000000001,0.05555555555555555,0.0,33.58,False,False,True,True,False,False,True,False,False,False,True,False,False,True
32,47644,1,17,60.02,977.89,0,58.2,19,67.0,0,1,2.6,0,80,0,1,57.52294117647059,1.9400000000000002,0.0,0.058823529411764705,40.3,False,True,False,False,False,True,False,False,True,False,False,True,True,False
64,49807,3,15,67.98,983.95,0,55.9,11,25.1,1,0,3.4,1,61,1,1,65.59666666666666,1.8633333333333333,0.06666666666666667,0.0,23.54,False,False,True,False,False,True,False,False,True,False,True,False,False,True
28,44317,0,4,94.87,408.81,1,38.8,14,59.4,1,1,2.9,0,65,0,0,102.2025,1.2933333333333332,0.25,0.25,36.66,False,True,False,False,True,False,False,False,True,False,False,True,False,True
